Name,Attribute,Shader Type,Offset,Size
AdornAALineFS,default,Fragment,98660,3104
AdornFS,default,Fragment,112932,1728
AdornObjectFS,default,Fragment,134492,2608
AdornOnTopFS,default,Fragment,118660,672
AdornOutlineFS,default,Fragment,116744,1916
AdornUnlitFS,default,Fragment,137100,1476
Blur1FS,default,Fragment,639396,1800
Blur3FS,default,Fragment,641196,2904
Blur5FS,default,Fragment,644100,4008
Blur7FS,default,Fragment,648108,5112
Default_DEPRECATED_PlasticFS,default,Fragment,264888,4072
Default_DEPRECATED_PlasticHQFS,default,Fragment,268960,6372
Default_DEPRECATED_PlasticReflectionFS,default,Fragment,275332,4536
Default_DEPRECATED_PlasticReflectionHQFS,default,Fragment,279868,6796
Default_DEPRECATED_SmoothPlasticFS,default,Fragment,264888,4072
Default_DEPRECATED_SmoothPlasticHQFS,default,Fragment,286664,4488
Default_DEPRECATED_SmoothPlasticReflectionFS,default,Fragment,275332,4536
Default_DEPRECATED_SmoothPlasticReflectionHQFS,default,Fragment,291152,4820
DefaultGlassFFlagUseSkylightHQFS,default,Fragment,310796,8964
DefaultGlassFFlagUseSkylightSuperHQFS,default,Fragment,319760,11208
DefaultGlassHQFS,default,Fragment,310796,8964
DefaultGlassSuperHQFS,default,Fragment,319760,11208
DefaultNeonFS,default,Fragment,303500,1816
DefaultNeonHQFS,default,Fragment,305316,1852
DefaultNeonHQInGuiFS,default,Fragment,308964,1832
DefaultNeonInGuiFS,default,Fragment,307168,1796
DefaultOpaqueFS,default,Fragment,158116,3716
DefaultOpaqueHQFS,default,Fragment,161832,4132
DefaultPlasticUnifiedFS,default,Fragment,264888,4072
DefaultPlasticUnifiedHQFS,default,Fragment,295972,7528
DefaultPlasticUnifiedReflectionFS,default,Fragment,275332,4536
DefaultShadowFS,default,Fragment,259028,480
DefaultTiledHideAllRepHQFS,default,Fragment,357252,9504
DefaultTiledHideDiffuseRepHQFS,default,Fragment,348420,8832
DefaultTiledHQFS,default,Fragment,330968,8416
DefaultTransparentFS,default,Fragment,165964,3736
DefaultTransparentHQFS,default,Fragment,169700,4152
DefaultWangHQFS,default,Fragment,339384,9036
DownSample4x4AvgFS,default,Fragment,605856,904
DownSample4x4GlowFastFS,default,Fragment,601232,1932
DownSample4x4GlowFS,default,Fragment,603164,2692
DownSample4x4MaxFS,default,Fragment,606760,1140
DownSampleGjoelFS,default,Fragment,628316,3092
DownSampleGjoelLinearFS,default,Fragment,631408,2952
DownSampleGjoelMipFS,default,Fragment,634360,1744
DownSampleGlowTemporal8x8FS,default,Fragment,619976,3180
DownSampleGlowTemporalLinear8x8FS,default,Fragment,623156,3056
FXCompositingFIBFS,default,Fragment,714028,1692
FXCompositingFIBLinearFS,default,Fragment,715720,1652
FXCompositingFS,default,Fragment,712176,1852
GlassTintFS,default,Fragment,259508,1012
GridFS,default,Fragment,446916,4592
ImageProcessAlphaFS,default,Fragment,656344,1564
ImageProcessAlphaLQNeonFS,default,Fragment,659688,1780
ImageProcessBlurFS,default,Fragment,661468,1780
ImageProcessBlurFXCompositionFS,default,Fragment,667692,2692
ImageProcessFIBAlphaFS,default,Fragment,670384,1664
ImageProcessFIBBloomFS,default,Fragment,674196,2324
ImageProcessFIBBloomLinearFS,default,Fragment,676520,2284
ImageProcessFIBBlurBloomFS,default,Fragment,686264,2596
ImageProcessFIBBlurBloomLinearFS,default,Fragment,688860,2556
ImageProcessFIBBlurFS,default,Fragment,683844,2420
ImageProcessFIBBlurFXCompositionFS,default,Fragment,691416,2796
ImageProcessFIBBlurFXCompositionLinearFS,default,Fragment,694212,2756
ImageProcessFIBFS,default,Fragment,672048,2148
ImageProcessFIBFXCompositionFS,default,Fragment,678804,2540
ImageProcessFIBFXCompositionLinearFS,default,Fragment,681344,2500
ImageProcessFIBLQNeonBloomFS,default,Fragment,699116,2764
ImageProcessFIBLQNeonBloomLinearFS,default,Fragment,701880,2284
ImageProcessFIBLQNeonBlurBloomFS,default,Fragment,706584,3036
ImageProcessFIBLQNeonBlurBloomLinearFS,default,Fragment,709620,2556
ImageProcessFIBLQNeonBlurFS,default,Fragment,704164,2420
ImageProcessFIBLQNeonFS,default,Fragment,696968,2148
ImageProcessFS,default,Fragment,654784,1560
ImageProcessFXCompositionFS,default,Fragment,665232,2460
ImageProcessLQNeonBlurFS,default,Fragment,663248,1984
ImageProcessLQNeonFS,default,Fragment,657908,1780
LightGridPointSplatFS,default,Fragment,654364,420
LinearizeDepthAAFS,default,Fragment,718892,1680
LinearizeDepthFS,default,Fragment,717372,1520
LowQGlassFFlagUseSkylightFS,default,Fragment,260520,4368
LowQGlassFS,default,Fragment,260520,4368
LowQMaterialFS,default,Fragment,241820,4900
LowQMaterialWangFallbackFS,default,Fragment,251228,3876
LowQMaterialWangFS,default,Fragment,246720,4508
OccupancyDebugFS,default,Fragment,720572,3228
ParticleCurveAddFS,default,Fragment,478176,1432
ParticleCurveAddFS_Soft,default,Fragment,495696,1820
ParticleCurveCrazyFS,default,Fragment,482212,1484
ParticleCurveCrazyFS_Soft,default,Fragment,500508,1872
ParticleCurveCrazySparklesFS,default,Fragment,483696,2080
ParticleCurveModulateFS,default,Fragment,479608,2604
ParticleCurveModulateFS_Soft,default,Fragment,497516,2992
ParticleCustomFS,default,Fragment,489580,1780
ParticleCustomFS_Soft,default,Fragment,506628,2168
ParticleLightingFS,default,Fragment,512356,2248
PassThroughFS,default,Fragment,599224,548
ProfilerFS,default,Fragment,725400,872
RadialBlurFS,default,Fragment,616560,3416
ShadowBlurFS,default,Fragment,607900,3668
ShadowBlurMarkFS,default,Fragment,639088,308
SkyFS,default,Fragment,518188,808
SmoothClusterColoredFS,default,Fragment,427488,4704
SmoothClusterColoredHQFS,default,Fragment,432192,6284
SmoothClusterColoredSuperHQFS,default,Fragment,438476,8440
SmoothClusterFS,default,Fragment,387664,4452
SmoothClusterHQFS,default,Fragment,392116,6032
SmoothClusterSuperHQFS,default,Fragment,398148,6936
SmoothWaterFS,default,Fragment,563348,4968
SmoothWaterHQFS,default,Fragment,568316,5852
SmoothWaterLegacyFS,default,Fragment,563348,4968
SmoothWaterLegacyHQFS,default,Fragment,568316,5852
SmoothWaterLegacySuperHQFS,default,Fragment,574168,10708
SmoothWaterSuperHQFS,default,Fragment,574168,10708
SSAOBlurXFS,default,Fragment,590504,1832
SSAOBlurYFS,default,Fragment,592336,1832
SSAOCompositFS,default,Fragment,595572,1768
SSAODepthDownFS,default,Fragment,585476,1496
SSAOFS,default,Fragment,586972,3532
StarsFS,default,Fragment,522740,860
SunRaysFS,default,Fragment,611568,4992
TexCompFS,default,Fragment,525424,972
TexCompPMAFS,default,Fragment,526396,1292
TrailFS,default,Fragment,453712,2172
TrailFSLight,default,Fragment,463368,3888
TrailFSQuad,default,Fragment,458216,2216
TrailFSQuadLight,default,Fragment,470336,3948
UIFogFS,default,Fragment,541528,2204
UIFS,default,Fragment,540368,1160
UILitFogFS,default,Fragment,547404,3916
UILitFS,default,Fragment,543732,3672
UpSampleTentFS,default,Fragment,636104,1976
AdornAALineVS,default,Vertex,94896,3764
AdornLightingVS,default,Vertex,109904,3028
AdornObjectParabolaVS,default,Vertex,128152,3012
AdornObjectRopeVS,default,Vertex,119332,4488
AdornObjectSpringVS,default,Vertex,123820,4332
AdornObjectVS,default,Vertex,131164,3328
AdornOutlineVS,default,Vertex,114660,2084
AdornSelfLitHighlightVS,default,Vertex,106952,2952
AdornSelfLitVS,default,Vertex,104016,2936
AdornVS,default,Vertex,101764,2252
CopyGuiVS,default,Vertex,597340,1236
DefaultInstancedHQVS,default,Vertex,205300,6840
DefaultInstancedReflectionVS,default,Vertex,225076,7008
DefaultInstancedSurfaceHQVS,default,Vertex,218648,6428
DefaultInstancedVS,default,Vertex,212140,6508
DefaultShadowInstancedVS,default,Vertex,239580,2240
DefaultShadowSkinnedVS,default,Vertex,256848,2180
DefaultShadowStaticVS,default,Vertex,255104,1744
DefaultSkinnedHQVS,default,Vertex,152736,5380
DefaultSkinnedReflectionVS,default,Vertex,184372,5548
DefaultSkinnedSurfaceHQVS,default,Vertex,200320,4980
DefaultSkinnedVS,default,Vertex,147784,4952
DefaultStaticHQVS,default,Vertex,142936,4848
DefaultStaticReflectionVS,default,Vertex,173852,5016
DefaultStaticSurfaceHQVS,default,Vertex,195956,4364
DefaultStaticVS,default,Vertex,138576,4360
DownSample4x4VS,default,Vertex,599772,1460
DownSampleGjoel8UVVS,default,Vertex,626212,2104
GlassInstancedVS,default,Vertex,232084,7496
GlassSkinnedVS,default,Vertex,189920,6036
GlassStaticVS,default,Vertex,178868,5504
LightGridPointSplatVS,default,Vertex,653220,1144
ParticleCurveVS,default,Vertex,474284,3892
ParticleCurveVS_Soft,default,Vertex,491360,4336
ParticleCustomVS,default,Vertex,485776,3804
ParticleCustomVS_Soft,default,Vertex,502380,4248
ParticleLightingVS,default,Vertex,508796,3560
PassThroughPosVS,default,Vertex,598576,648
PassThroughVS,default,Vertex,584876,600
ProfilerVS,default,Vertex,723800,1600
ShadowBlurMarkVS,default,Vertex,638080,1008
SkyNoTranslateVS,default,Vertex,516724,1464
SkyVS,default,Vertex,514604,2120
SmoothClusterColoredHQVS,default,Vertex,412672,7644
SmoothClusterColoredSuperHQVS,default,Vertex,420316,7172
SmoothClusterColoredVS,default,Vertex,405084,7588
SmoothClusterHQVS,default,Vertex,373688,6988
SmoothClusterSuperHQVS,default,Vertex,380676,6988
SmoothClusterVS,default,Vertex,366756,6932
SmoothWaterHQVS,default,Vertex,556752,6596
SmoothWaterVS,default,Vertex,551320,5432
SSAOCompositVS,default,Vertex,594168,1404
SSAOVS,default,Vertex,584876,600
StarsNoTranslateVS,default,Vertex,521196,1544
StarsVS,default,Vertex,518996,2200
TexCompVS,default,Vertex,523600,1824
TrailVS,default,Vertex,451508,2204
TrailVSLight,default,Vertex,460432,2936
TrailVSQuad,default,Vertex,455884,2332
TrailVSQuadLight,default,Vertex,467256,3080
UIFogVS,default,Vertex,529540,2112
UITransformedLitFogVS,default,Vertex,536844,3524
UITransformedLitVS,default,Vertex,533580,3264
UITransformedVS,default,Vertex,531652,1928
UIVS,default,Vertex,527688,1852
AdornAALineFS,FFlagExtendedHdrPrecision,Fragment,1469144,3472
AdornFS,FFlagExtendedHdrPrecision,Fragment,1483784,2128
AdornObjectFS,FFlagExtendedHdrPrecision,Fragment,1505744,3516
AdornOnTopFS,FFlagExtendedHdrPrecision,Fragment,1489912,672
AdornOutlineFS,FFlagExtendedHdrPrecision,Fragment,1487996,1916
AdornUnlitFS,FFlagExtendedHdrPrecision,Fragment,1509260,1876
Blur1FS,FFlagExtendedHdrPrecision,Fragment,2116280,1800
Blur3FS,FFlagExtendedHdrPrecision,Fragment,2118080,2904
Blur5FS,FFlagExtendedHdrPrecision,Fragment,2120984,4008
Blur7FS,FFlagExtendedHdrPrecision,Fragment,2124992,5112
Default_DEPRECATED_PlasticFS,FFlagExtendedHdrPrecision,Fragment,1650636,4948
Default_DEPRECATED_PlasticHQFS,FFlagExtendedHdrPrecision,Fragment,1655584,7548
Default_DEPRECATED_PlasticReflectionFS,FFlagExtendedHdrPrecision,Fragment,1663132,5528
Default_DEPRECATED_PlasticReflectionHQFS,FFlagExtendedHdrPrecision,Fragment,1668660,8088
Default_DEPRECATED_SmoothPlasticFS,FFlagExtendedHdrPrecision,Fragment,1650636,4948
Default_DEPRECATED_SmoothPlasticHQFS,FFlagExtendedHdrPrecision,Fragment,1676748,5680
Default_DEPRECATED_SmoothPlasticReflectionFS,FFlagExtendedHdrPrecision,Fragment,1663132,5528
Default_DEPRECATED_SmoothPlasticReflectionHQFS,FFlagExtendedHdrPrecision,Fragment,1682428,6128
DefaultGlassFFlagUseSkylightHQFS,FFlagExtendedHdrPrecision,Fragment,1707656,9904
DefaultGlassFFlagUseSkylightSuperHQFS,FFlagExtendedHdrPrecision,Fragment,1717560,12268
DefaultGlassHQFS,FFlagExtendedHdrPrecision,Fragment,1729828,9904
DefaultGlassSuperHQFS,FFlagExtendedHdrPrecision,Fragment,1739732,12268
DefaultNeonFS,FFlagExtendedHdrPrecision,Fragment,1697376,2396
DefaultNeonHQFS,FFlagExtendedHdrPrecision,Fragment,1699772,2764
DefaultNeonHQInGuiFS,FFlagExtendedHdrPrecision,Fragment,1704912,2744
DefaultNeonInGuiFS,FFlagExtendedHdrPrecision,Fragment,1702536,2376
DefaultOpaqueFS,FFlagExtendedHdrPrecision,Fragment,1530676,4592
DefaultOpaqueHQFS,FFlagExtendedHdrPrecision,Fragment,1535268,5324
DefaultPlasticUnifiedFS,FFlagExtendedHdrPrecision,Fragment,1650636,4948
DefaultPlasticUnifiedHQFS,FFlagExtendedHdrPrecision,Fragment,1688556,8820
DefaultPlasticUnifiedReflectionFS,FFlagExtendedHdrPrecision,Fragment,1663132,5528
DefaultShadowFS,FFlagExtendedHdrPrecision,Fragment,1638352,480
DefaultTiledHideAllRepHQFS,FFlagExtendedHdrPrecision,Fragment,1782096,10764
DefaultTiledHideDiffuseRepHQFS,FFlagExtendedHdrPrecision,Fragment,1772004,10092
DefaultTiledHQFS,FFlagExtendedHdrPrecision,Fragment,1752000,9692
DefaultTransparentFS,FFlagExtendedHdrPrecision,Fragment,1540592,4612
DefaultTransparentHQFS,FFlagExtendedHdrPrecision,Fragment,1545204,5344
DefaultWangHQFS,FFlagExtendedHdrPrecision,Fragment,1761692,10312
DownSample4x4AvgFS,FFlagExtendedHdrPrecision,Fragment,2082740,904
DownSample4x4GlowFastFS,FFlagExtendedHdrPrecision,Fragment,2078116,1932
DownSample4x4GlowFS,FFlagExtendedHdrPrecision,Fragment,2080048,2692
DownSample4x4MaxFS,FFlagExtendedHdrPrecision,Fragment,2083644,1140
DownSampleGjoelFS,FFlagExtendedHdrPrecision,Fragment,2105200,3092
DownSampleGjoelLinearFS,FFlagExtendedHdrPrecision,Fragment,2108292,2952
DownSampleGjoelMipFS,FFlagExtendedHdrPrecision,Fragment,2111244,1744
DownSampleGlowTemporal8x8FS,FFlagExtendedHdrPrecision,Fragment,2096860,3180
DownSampleGlowTemporalLinear8x8FS,FFlagExtendedHdrPrecision,Fragment,2100040,3056
FXCompositingFIBFS,FFlagExtendedHdrPrecision,Fragment,2190952,1712
FXCompositingFIBLinearFS,FFlagExtendedHdrPrecision,Fragment,2192664,1652
FXCompositingFS,FFlagExtendedHdrPrecision,Fragment,2189100,1852
GlassTintFS,FFlagExtendedHdrPrecision,Fragment,1638832,1012
GridFS,FFlagExtendedHdrPrecision,Fragment,1878420,5452
ImageProcessAlphaFS,FFlagExtendedHdrPrecision,Fragment,2133228,1564
ImageProcessAlphaLQNeonFS,FFlagExtendedHdrPrecision,Fragment,2136572,1780
ImageProcessBlurFS,FFlagExtendedHdrPrecision,Fragment,2138352,1780
ImageProcessBlurFXCompositionFS,FFlagExtendedHdrPrecision,Fragment,2144576,2692
ImageProcessFIBAlphaFS,FFlagExtendedHdrPrecision,Fragment,2147268,1664
ImageProcessFIBBloomFS,FFlagExtendedHdrPrecision,Fragment,2151080,2324
ImageProcessFIBBloomLinearFS,FFlagExtendedHdrPrecision,Fragment,2153404,2284
ImageProcessFIBBlurBloomFS,FFlagExtendedHdrPrecision,Fragment,2163168,2596
ImageProcessFIBBlurBloomLinearFS,FFlagExtendedHdrPrecision,Fragment,2165764,2556
ImageProcessFIBBlurFS,FFlagExtendedHdrPrecision,Fragment,2160748,2420
ImageProcessFIBBlurFXCompositionFS,FFlagExtendedHdrPrecision,Fragment,2168320,2816
ImageProcessFIBBlurFXCompositionLinearFS,FFlagExtendedHdrPrecision,Fragment,2171136,2756
ImageProcessFIBFS,FFlagExtendedHdrPrecision,Fragment,2148932,2148
ImageProcessFIBFXCompositionFS,FFlagExtendedHdrPrecision,Fragment,2155688,2560
ImageProcessFIBFXCompositionLinearFS,FFlagExtendedHdrPrecision,Fragment,2158248,2500
ImageProcessFIBLQNeonBloomFS,FFlagExtendedHdrPrecision,Fragment,2176040,2764
ImageProcessFIBLQNeonBloomLinearFS,FFlagExtendedHdrPrecision,Fragment,2178804,2284
ImageProcessFIBLQNeonBlurBloomFS,FFlagExtendedHdrPrecision,Fragment,2183508,3036
ImageProcessFIBLQNeonBlurBloomLinearFS,FFlagExtendedHdrPrecision,Fragment,2186544,2556
ImageProcessFIBLQNeonBlurFS,FFlagExtendedHdrPrecision,Fragment,2181088,2420
ImageProcessFIBLQNeonFS,FFlagExtendedHdrPrecision,Fragment,2173892,2148
ImageProcessFS,FFlagExtendedHdrPrecision,Fragment,2131668,1560
ImageProcessFXCompositionFS,FFlagExtendedHdrPrecision,Fragment,2142116,2460
ImageProcessLQNeonBlurFS,FFlagExtendedHdrPrecision,Fragment,2140132,1984
ImageProcessLQNeonFS,FFlagExtendedHdrPrecision,Fragment,2134792,1780
LightGridPointSplatFS,FFlagExtendedHdrPrecision,Fragment,2131248,420
LinearizeDepthAAFS,FFlagExtendedHdrPrecision,Fragment,2195836,1680
LinearizeDepthFS,FFlagExtendedHdrPrecision,Fragment,2194316,1520
LowQGlassFFlagUseSkylightFS,FFlagExtendedHdrPrecision,Fragment,1645240,5396
LowQGlassFS,FFlagExtendedHdrPrecision,Fragment,1639844,5396
LowQMaterialFS,FFlagExtendedHdrPrecision,Fragment,1618516,5776
LowQMaterialWangFallbackFS,FFlagExtendedHdrPrecision,Fragment,1629676,4752
LowQMaterialWangFS,FFlagExtendedHdrPrecision,Fragment,1624292,5384
OccupancyDebugFS,FFlagExtendedHdrPrecision,Fragment,2197516,3228
ParticleCurveAddFS,FFlagExtendedHdrPrecision,Fragment,1913156,2564
ParticleCurveAddFS_Soft,FFlagExtendedHdrPrecision,Fragment,1935660,2952
ParticleCurveCrazyFS,FFlagExtendedHdrPrecision,Fragment,1918796,2572
ParticleCurveCrazyFS_Soft,FFlagExtendedHdrPrecision,Fragment,1942076,2960
ParticleCurveCrazySparklesFS,FFlagExtendedHdrPrecision,Fragment,1921368,3180
ParticleCurveModulateFS,FFlagExtendedHdrPrecision,Fragment,1915720,3076
ParticleCurveModulateFS_Soft,FFlagExtendedHdrPrecision,Fragment,1938612,3464
ParticleCustomFS,FFlagExtendedHdrPrecision,Fragment,1928352,2972
ParticleCustomFS_Soft,FFlagExtendedHdrPrecision,Fragment,1949284,3360
ParticleLightingFS,FFlagExtendedHdrPrecision,Fragment,1956204,3084
PassThroughFS,FFlagExtendedHdrPrecision,Fragment,2076108,548
ProfilerFS,FFlagExtendedHdrPrecision,Fragment,2202344,872
RadialBlurFS,FFlagExtendedHdrPrecision,Fragment,2093444,3416
ShadowBlurFS,FFlagExtendedHdrPrecision,Fragment,2084784,3668
ShadowBlurMarkFS,FFlagExtendedHdrPrecision,Fragment,2115972,308
SkyFS,FFlagExtendedHdrPrecision,Fragment,1962872,2056
SmoothClusterColoredFS,FFlagExtendedHdrPrecision,Fragment,1856244,5588
SmoothClusterColoredHQFS,FFlagExtendedHdrPrecision,Fragment,1861832,7168
SmoothClusterColoredSuperHQFS,FFlagExtendedHdrPrecision,Fragment,1869000,9420
SmoothClusterFS,FFlagExtendedHdrPrecision,Fragment,1813768,5336
SmoothClusterHQFS,FFlagExtendedHdrPrecision,Fragment,1819104,6916
SmoothClusterSuperHQFS,FFlagExtendedHdrPrecision,Fragment,1826020,7820
SmoothWaterFS,FFlagExtendedHdrPrecision,Fragment,2037120,5948
SmoothWaterHQFS,FFlagExtendedHdrPrecision,Fragment,2043068,6816
SmoothWaterLegacyFS,FFlagExtendedHdrPrecision,Fragment,2012648,5892
SmoothWaterLegacyHQFS,FFlagExtendedHdrPrecision,Fragment,2018540,6760
SmoothWaterLegacySuperHQFS,FFlagExtendedHdrPrecision,Fragment,2025300,11820
SmoothWaterSuperHQFS,FFlagExtendedHdrPrecision,Fragment,2049884,11876
SSAOBlurXFS,FFlagExtendedHdrPrecision,Fragment,2067388,1832
SSAOBlurYFS,FFlagExtendedHdrPrecision,Fragment,2069220,1832
SSAOCompositFS,FFlagExtendedHdrPrecision,Fragment,2072456,1768
SSAODepthDownFS,FFlagExtendedHdrPrecision,Fragment,2062360,1496
SSAOFS,FFlagExtendedHdrPrecision,Fragment,2063856,3532
StarsFS,FFlagExtendedHdrPrecision,Fragment,1968672,2108
SunRaysFS,FFlagExtendedHdrPrecision,Fragment,2088452,4992
TexCompFS,FFlagExtendedHdrPrecision,Fragment,1972604,972
TexCompPMAFS,FFlagExtendedHdrPrecision,Fragment,1973576,1292
TrailFS,FFlagExtendedHdrPrecision,Fragment,1886076,2604
TrailFSLight,FFlagExtendedHdrPrecision,Fragment,1896596,4764
TrailFSQuad,FFlagExtendedHdrPrecision,Fragment,1891012,2648
TrailFSQuadLight,FFlagExtendedHdrPrecision,Fragment,1904440,4824
UIFogFS,FFlagExtendedHdrPrecision,Fragment,1988708,2572
UIFS,FFlagExtendedHdrPrecision,Fragment,1987548,1160
UILitFogFS,FFlagExtendedHdrPrecision,Fragment,1995828,4792
UILitFS,FFlagExtendedHdrPrecision,Fragment,1991280,4548
UpSampleTentFS,FFlagExtendedHdrPrecision,Fragment,2112988,1976
AdornAALineVS,FFlagExtendedHdrPrecision,Vertex,1465380,3764
AdornLightingVS,FFlagExtendedHdrPrecision,Vertex,1480756,3028
AdornObjectParabolaVS,FFlagExtendedHdrPrecision,Vertex,1499404,3012
AdornObjectRopeVS,FFlagExtendedHdrPrecision,Vertex,1490584,4488
AdornObjectSpringVS,FFlagExtendedHdrPrecision,Vertex,1495072,4332
AdornObjectVS,FFlagExtendedHdrPrecision,Vertex,1502416,3328
AdornOutlineVS,FFlagExtendedHdrPrecision,Vertex,1485912,2084
AdornSelfLitHighlightVS,FFlagExtendedHdrPrecision,Vertex,1477804,2952
AdornSelfLitVS,FFlagExtendedHdrPrecision,Vertex,1474868,2936
AdornVS,FFlagExtendedHdrPrecision,Vertex,1472616,2252
CopyGuiVS,FFlagExtendedHdrPrecision,Vertex,2074224,1236
DefaultInstancedHQVS,FFlagExtendedHdrPrecision,Vertex,1581996,6840
DefaultInstancedReflectionVS,FFlagExtendedHdrPrecision,Vertex,1601772,7008
DefaultInstancedSurfaceHQVS,FFlagExtendedHdrPrecision,Vertex,1595344,6428
DefaultInstancedVS,FFlagExtendedHdrPrecision,Vertex,1588836,6508
DefaultShadowInstancedVS,FFlagExtendedHdrPrecision,Vertex,1616276,2240
DefaultShadowSkinnedVS,FFlagExtendedHdrPrecision,Vertex,1636172,2180
DefaultShadowStaticVS,FFlagExtendedHdrPrecision,Vertex,1634428,1744
DefaultSkinnedHQVS,FFlagExtendedHdrPrecision,Vertex,1525296,5380
DefaultSkinnedReflectionVS,FFlagExtendedHdrPrecision,Vertex,1561068,5548
DefaultSkinnedSurfaceHQVS,FFlagExtendedHdrPrecision,Vertex,1577016,4980
DefaultSkinnedVS,FFlagExtendedHdrPrecision,Vertex,1520344,4952
DefaultStaticHQVS,FFlagExtendedHdrPrecision,Vertex,1515496,4848
DefaultStaticReflectionVS,FFlagExtendedHdrPrecision,Vertex,1550548,5016
DefaultStaticSurfaceHQVS,FFlagExtendedHdrPrecision,Vertex,1572652,4364
DefaultStaticVS,FFlagExtendedHdrPrecision,Vertex,1511136,4360
DownSample4x4VS,FFlagExtendedHdrPrecision,Vertex,2076656,1460
DownSampleGjoel8UVVS,FFlagExtendedHdrPrecision,Vertex,2103096,2104
GlassInstancedVS,FFlagExtendedHdrPrecision,Vertex,1608780,7496
GlassSkinnedVS,FFlagExtendedHdrPrecision,Vertex,1566616,6036
GlassStaticVS,FFlagExtendedHdrPrecision,Vertex,1555564,5504
LightGridPointSplatVS,FFlagExtendedHdrPrecision,Vertex,2130104,1144
ParticleCurveVS,FFlagExtendedHdrPrecision,Vertex,1909264,3892
ParticleCurveVS_Soft,FFlagExtendedHdrPrecision,Vertex,1931324,4336
ParticleCustomVS,FFlagExtendedHdrPrecision,Vertex,1924548,3804
ParticleCustomVS_Soft,FFlagExtendedHdrPrecision,Vertex,1945036,4248
ParticleLightingVS,FFlagExtendedHdrPrecision,Vertex,1952644,3560
PassThroughPosVS,FFlagExtendedHdrPrecision,Vertex,2075460,648
PassThroughVS,FFlagExtendedHdrPrecision,Vertex,2061760,600
ProfilerVS,FFlagExtendedHdrPrecision,Vertex,2200744,1600
ShadowBlurMarkVS,FFlagExtendedHdrPrecision,Vertex,2114964,1008
SkyNoTranslateVS,FFlagExtendedHdrPrecision,Vertex,1961408,1464
SkyVS,FFlagExtendedHdrPrecision,Vertex,1959288,2120
SmoothClusterColoredHQVS,FFlagExtendedHdrPrecision,Vertex,1841428,7644
SmoothClusterColoredSuperHQVS,FFlagExtendedHdrPrecision,Vertex,1849072,7172
SmoothClusterColoredVS,FFlagExtendedHdrPrecision,Vertex,1833840,7588
SmoothClusterHQVS,FFlagExtendedHdrPrecision,Vertex,1799792,6988
SmoothClusterSuperHQVS,FFlagExtendedHdrPrecision,Vertex,1806780,6988
SmoothClusterVS,FFlagExtendedHdrPrecision,Vertex,1792860,6932
SmoothWaterHQVS,FFlagExtendedHdrPrecision,Vertex,2006052,6596
SmoothWaterVS,FFlagExtendedHdrPrecision,Vertex,2000620,5432
SSAOCompositVS,FFlagExtendedHdrPrecision,Vertex,2071052,1404
SSAOVS,FFlagExtendedHdrPrecision,Vertex,2061760,600
StarsNoTranslateVS,FFlagExtendedHdrPrecision,Vertex,1967128,1544
StarsVS,FFlagExtendedHdrPrecision,Vertex,1964928,2200
TexCompVS,FFlagExtendedHdrPrecision,Vertex,1970780,1824
TrailVS,FFlagExtendedHdrPrecision,Vertex,1883872,2204
TrailVSLight,FFlagExtendedHdrPrecision,Vertex,1893660,2936
TrailVSQuad,FFlagExtendedHdrPrecision,Vertex,1888680,2332
TrailVSQuadLight,FFlagExtendedHdrPrecision,Vertex,1901360,3080
UIFogVS,FFlagExtendedHdrPrecision,Vertex,1976720,2112
UITransformedLitFogVS,FFlagExtendedHdrPrecision,Vertex,1984024,3524
UITransformedLitVS,FFlagExtendedHdrPrecision,Vertex,1980760,3264
UITransformedVS,FFlagExtendedHdrPrecision,Vertex,1978832,1928
UIVS,FFlagExtendedHdrPrecision,Vertex,1974868,1852
AdornAALineFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1469144,3472
AdornFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1483784,2128
AdornObjectFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1505744,3516
AdornOnTopFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1489912,672
AdornOutlineFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1487996,1916
AdornUnlitFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1509260,1876
Blur1FS,FFlagExtendedHdrPrecision_NoShadows,Fragment,2116280,1800
Blur3FS,FFlagExtendedHdrPrecision_NoShadows,Fragment,2118080,2904
Blur5FS,FFlagExtendedHdrPrecision_NoShadows,Fragment,2120984,4008
Blur7FS,FFlagExtendedHdrPrecision_NoShadows,Fragment,2124992,5112
Default_DEPRECATED_PlasticFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1650636,4948
Default_DEPRECATED_PlasticHQFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1655584,7548
Default_DEPRECATED_PlasticReflectionFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1663132,5528
Default_DEPRECATED_PlasticReflectionHQFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1668660,8088
Default_DEPRECATED_SmoothPlasticFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1650636,4948
Default_DEPRECATED_SmoothPlasticHQFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1676748,5680
Default_DEPRECATED_SmoothPlasticReflectionFS,FFlagExtendedHdrPrecision_NoShadows,Fragment,1663132,5528
