Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.MaterialManager.CreateDialog.ErrorFindUrl,,,Failed to find URL,Failed to find URL,فشل العثور على عنوان URL,URL konnte nicht gefunden werden,Error al encontrar la URL,Impossible de trouver l'URL,URL नहीं मिला,Gagal menemukan URL,Impossibile trovare l'URL,URLが見つかりませんでした,URL을 찾지 못했습니다,Nie udało się znaleźć adresu URL,Falha ao encontrar URL,,ค้นหา URL ไม่สำเร็จ,URL bulunamadı,Không tìm được URL,找不到网址,找不到网址,找不到網址
Studio.MaterialManager.CreateDialog.Import,,,Import,Import,استيراد,Importieren,Importar,Importer,इंपोर्ट करें,Impor,Importa,インポートする,가져오기,Importuj,Importar,,นำเข้า,İçe Aktar,Nhập,导入,导入,匯入
Studio.MaterialManager.Materials.AirVariant,,,Air Variant,Air Variant,متغير الهواء,Luftvariante,Variante de aire,Variante de l'air,एयर वेरिएंट,Varian Udara,Variante Aria,空気のバリエーション,공기 변형,Wariant powietrza,Variante de ar,,ตัวแปรอากาศ,Hava Çeşidi,Biển Thể Không Khí,空气变量,空气变量,空氣變種
Studio.MaterialManager.Materials.AsphaltVariant,,,Asphalt Variant,Asphalt Variant,متغير الأسفلت,Asphaltvariante,Variante de alquitrán,Variante de l'asphalt,डामर वेरिएंट,Varian Aspal,Variante Asfalto,アスファルトのバリエーション,아스팔트 변형,Wariant asfaltu,Variante de asfalto,,ตัวแปรแอสฟัลต์,Asfalt Çeşidi,Biến Thể Nhựa Đường,沥青变量,沥青变量,瀝青變種
Studio.MaterialManager.Materials.BasaltVariant,,,Basalt Variant,Basalt Variant,متغير البازلت,Basaltvariante,Variante de basalto,Variante du basalte,बसॉल्ट वेरिएंट,Varian Basal,Variante Basalto,玄武岩のバリエーション,현무암 변형,Wariant bazaltu,Variante de basalto,,ตัวแปรบะซอลต์,Bazalt Çeşidi,Biến Thể Bazan,玄武岩变量,玄武岩变量,玄武岩變種
Studio.MaterialManager.Materials.BrickVariant,,,Brick Variant,Brick Variant,متغير الطوب,Ziegelsteinvariante,Variante de ladrillo,Variante de brique,ब्रिक वेरिएंट,Varian Bata,Variante Mattone,レンガのバリエーション,벽돌 변형,Wariant cegły,Variante de tijolo,,ตัวแปรอิฐ,Tuğla Çeşidi,Biến Thể Gạch,砖块变量,砖块变量,磚塊變種
Studio.MaterialManager.Materials.CobblestoneVariant,,,Cobblestone Variant,Cobblestone Variant,متغير الحصى,Pflastersteinvariante,Variante de adoquín,Variante de pierre taillée,कॉबलस्टोन वेरिएंट,Varian Batu Bundar,Variante Mattoni,玉砂利のバリエーション,왕자갈 변형,Wariant bruku,Variante de paralelepípedo,,ตัวแปรหินกรวด,Parke Taşı Çeşidi,Biến Thể Đá Cuội,大鹅卵石变量,大鹅卵石变量,鵝卵石變種
Studio.MaterialManager.Materials.ConcreteVariant,,,Concrete Variant,Concrete Variant,متغير الخرسانة,Betonvariante,Variante de hormigón,Variante de béton,कंक्रीट वेरिएंट,Varian Beton,Variante Cemento,コンクリートのバリエーション,콘크리트 변형,Wariant betonu,Variante de concreto,,ตัวแปรคอนกรีต,Beton Çeşidi,Biến Thể Bê Tông,水泥变量,水泥变量,混凝土變種
Studio.MaterialManager.Materials.CorrodedMetalVariant,,,Corroded Metal Variant,Corroded Metal Variant,متغير المعدن المتآكل,Verrostete Metallvariante,Variante de metal corroído,Variante de métal corrodé,कोरोडेड मेटल वेरिएंट,Varian Logam Berkarat,Variante Metallo Corroso,さびた金属のバリエーション,부식된 금속 변형,Wariant skorodowanego metalu,Variante de metal corroido,,ตัวแปรโลหะผุกร่อน,Aşınmış Metal Çeşidi,Biến Thể Kim Loại Bị Ăn Mòn,腐蚀金属变量,腐蚀金属变量,腐蝕金屬變種
Studio.MaterialManager.Materials.CrackedLavaVariant,,,Cracked Lava Variant,Cracked Lava Variant,متغير الحمم البركانية المتشققة,Rissige Lavavariante,Variante de lava agrietada,Variante de lave fissurée,क्रेक के साथ लावा वेरिएंट,Varian Lava Retak,Variante Lava Incrinata,ひび割れた溶岩のバリエーション,갈라진 용암 변형,Wariant spękanej lawy,Variante de lava rachada,,ตัวแปรลาวาแตกระแหง,Kırıklı Lav Çeşidi,Biến Thể Dung Nham Bị Nứt,裂纹熔岩变量,裂纹熔岩变量,裂紋熔岩變種
Studio.MaterialManager.Materials.DiamondPlateVariant,,,Diamond Plate Variant,Diamond Plate Variant,متغير اللوحة الماسية,Diamantplattenvariante,Variante de placa de diamante,Variante de plaque de diamant,डायमंड प्लेट वेरिएंट,Varian Pelat Diamond,Variante Piastra Diamante,ダイヤモンド板のバリエーション,다이아몬드판 변형,Wariant płyty diamentowej,Variante de placa de diamante,,ตัวแปรแผ่นเพชร,Baklavalı Sac Çeşidi,Biển Thể Tấm Kim Cương,花纹板变量,花纹板变量,菱形板變種
Studio.MaterialManager.Materials.FabricVariant,,,Fabric Variant,Fabric Variant,متغير القماش,Stoffvariante,Variante de tela,Variante de tissu,फै़ब्रिक वेरिएंट,Varian Kain,Variante Tessuto,生地のバリエーション,직물 변형,Wariant tkaniny,Variante de tecido,,ตัวแปรผ้า,Kumaş Çeşidi,Biến Thể Vải,布料变量,布料变量,布料變種
Studio.MaterialManager.Materials.FoilVariant,,,Foil Variant,Foil Variant,متغير الرقائق المعدنية,Alufolienvariante,Variante de papel aluminio,Variante de la feuille d'aluminium,फ़ॉइल वेरिएंट,Varian Kertas Logam,Variante Lamina,ホイルのバリエーション,포일 변형,Wariant folii,Variante de papel alumínio,,ตัวแปรฟอยล์,Folyo Çeşidi,Biến Thể Lá Kim Loại,锡箔变量,锡箔变量,金屬箔變種
Studio.MaterialManager.Materials.ForceFieldVariant,,,Force Field Variant,Force Field Variant,متغير مجال القوة,Kraftfeldvariante,Variante de campo de fuerza,Variante du champ de force,फ़ोर्स फ़ील्ड वेरिएंट,Varian Medan Gaya,Variante del campo di forza,力場のバリエーション,역장 변형,Wariant pola siłowego,Variante de campo força,,ตัวแปรสนามพลัง,Güç Alanı Çeşidi,Biến Thể Trường Lực,力场变体,力场变体,力場變種
Studio.MaterialManager.Materials.GlacierVariant,,,Glacier Variant,Glacier Variant,متغير النهر الجليدي,Gletschervariante,Variante de glaciar,Variante du glacier,ग्लेशियर वेरिएंट,Varian Gletser,Variante Ghiacciaio,氷河のバリエーション,빙하 변형,Wariant lodowca,Variante de geleira,,ตัวแปรธารน้ำแข็ง,Buzul Çeşidi,Biến thể Sông Băng,冰川变量,冰川变量,冰河變種
Studio.MaterialManager.Materials.GlassVariant,,,Glass Variant,Glass Variant,متغير الزجاج,Glasvariante,Variante de vidrio,Variante de verre,ग्लास वेरिएंट,Varian Kaca,Variante Vetro,ガラスのバリエーション,유리 변형,Wariant szkła,Variante de vidro,,ตัวแปรหญ้า,Cam Çeşidi,Biến Thể Kính,玻璃变量,玻璃变量,玻璃變種
Studio.MaterialManager.Materials.GraniteVariant,,,Granite Variant,Granite Variant,متغير الجرانيت,Granitvariante,Variante de granito,Variante de granit,ग्रेनाइट वेरिएंट,Varian Granit,Variante Granito,大理石のバリエーション,화강암 변형,Wariant granitu,Variante de granito,,ตัวแปรแกรนิต,Granit Çeşidi,Biến Thể Đá Granite,花岗岩变量,花岗岩变量,花崗岩變種
Studio.MaterialManager.Materials.GrassVariant,,,Grass Variant,Grass Variant,متغير الأعشاب,Grasvariante,Variante de hierba,Variante de l'herbe,ग्रास वेरिएंट,Varian Rumput,Variante Erba,草のバリエーション,잔디 변형,Wariant trawy,Variante de grama,,ตัวแปรหญ้า,Çim Çeşidi,Biến Thể Cỏ,草变量,草变量,草變種
Studio.MaterialManager.Materials.GroundVariant,,,Ground Variant,Ground Variant,متغير الأرض,Bodenvariante,Variante de suelo,Variante du sol,ग्राउंड वेरिएंट,Varian Daratan,Variante Terreno,地面のバリエーション,토양 변형,Wariant gruntu,Variante de chão,,ตัวแปรพื้นดิน,Zemin Çeşidi,Biến Thể Mặt Đất,土地变量,土地变量,土地變種
Studio.MaterialManager.Materials.IceVariant,,,Ice Variant,Ice Variant,متغير الجليد,Eisvariante,Variante de hielo,Variante de la glace,ICE वेरिएंट,Varian Es,Variante Ghiaccio,氷のバリエーション,얼음 변형,Wariant lodu,Variante de gelo,,ตัวแปรน้ำแข็ง,Buz Çeşidi,Biến Thể Băng,冰变量,冰变量,冰變種
Studio.MaterialManager.Materials.LeafyGrassVariant,,,Leafy Grass Variant,Leafy Grass Variant,متغير الأعشاب الورقية,Laubige Grasvariante,Variante de hierba espesa,Variante de l'herbe feuillue,पत्तेदार ग्रास वेरिएंट,Varian Rumput Berdaun,Variante Erba A Foglie,草地のバリエーション,무성한 잔디 변형,Wariant liściastej trawy,Variante de grama alta,,ตัวแปรหญ้าเขียวชอุ่ม,Yapraklı Çim Çeşidi,Biến Thể Cỏ Sả,绿叶草变量,绿叶草变量,綠葉草變種
Studio.MaterialManager.Materials.LimestoneVariant,,,Limestone Variant,Limestone Variant,متغير الحجر الجيري,Kalksteinvariante,Variante de piedra caliza,Variante du calcaire,लाइमस्टोन वेरिएंट,Varian Batu Kapur,Variante Calcare,ライムストーンのバリエーション,석회암 변형,Wariant wapienia,Variante de calcário,,ตัวแปรหินปูน,Kireç Taşı Çeşidi,Biến Thể Đá Vôi,石灰岩变量,石灰岩变量,石灰岩變種
Studio.MaterialManager.Materials.MarbleVariant,,,Marble Variant,Marble Variant,متغير الرخام,Marmorvariante,Variante de mármol,Variante de Marbre,मार्बल वेरिएंट,Varian Marmer,Variante Marmo,大理石のバリエーション,대리석 변형,Wariant marmuru,Variante de mármore,,ตัวแปรหินอ่อน,Mermer Çeşidi,Biến Thể Đá Cẩm Thạch,大理石变量,大理石变量,大理石變種
Studio.MaterialManager.Materials.MetalVariant,,,Metal Variant,Metal Variant,متغير المعدن,Metallvariante,Variante de metal,Variante de métal,मेटल वेरिएंट,Varian Logam,Variante Metallo,金属のバリエーション,금속 변형,Wariant metalu,Variante de metal,,ตัวแปรโลหะ,Metal Çeşidi,Biến Thể Kim Loại,金属变量,金属变量,金屬變種
Studio.MaterialManager.Materials.MudVariant,,,Mud Variant,Mud Variant,متغير الطين,Schlammvariante,Variante de barro,Variante de boue,मड वेरिएंट,Varian Lumpur,Variante Fango,泥のバリエーション,진흙 변형,Wariant błota,Variante de lama,,ตัวแปลโคลน,Çamur Çeşidi,Biến Thể Bùn,泥变量,泥变量,泥變種
Studio.MaterialManager.Materials.NeonVariant,,,Neon Variant,Neon Variant,متغير النيون,Neonvariante,Variante de neón,Variante de néon,नियॉन वेरिएंट,Varian Neon,Variante Neon,ネオンのバリエーション,네온 변형,Wariant neonu,Variante de neon,,ตัวแปรนีออน,Neon Çeşidi,Biến Thể Đèn Neon,霓虹变量,霓虹变量,霓虹變種
Studio.MaterialManager.Materials.PavementVariant,,,Pavement Variant,Pavement Variant,متغير الرصيف,Pflastervariante,Variante de pavimento,Variante de chaussée,फु़टपाथ वेरिएंट,Varian Pavement,Variante Pavimento,鋪道のバリエーション,보도 변형,Wariant chodnika,Variante de pavimento,,ตัวแปรทางเท้า,Kaldırım Çeşidi,Biến Thể Lề Đường,人行道变量,人行道变量,人行道變種
Studio.MaterialManager.Materials.PebbleVariant,,,Pebble Variant,Pebble Variant,متغير الحصى,Kieselsteinvariante,Variante de piedrita,Variante du galet,कंकड़ वेरिएंट,Varian Kerikil,Variante Pebble,小石のバリエーション,자갈 변형,Wariant kamyków,Variante de cascalho,,ตัวแปรกรวดกลาง,Çakıl Çeşidi,Biến Thể Sỏi,小鹅卵石变量,小鹅卵石变量,卵石變種
Studio.MaterialManager.Materials.PlasticVariant,,,Plastic Variant,Plastic Variant,متغير البلاستيك,Plastikvariante,Variante de plástico,Variante en matière plastique,प्लास्टिक वेरिएंट,Varian Plastik,Variante Plastica,プラスチックのバリエーション,플라스틱 변형,Wariant plastiku,Variante de plástico,,ตัวแปรพลาสติก,Plastik Çeşidi,Biến Thể Nhựa,塑料变量,塑料变量,塑膠變種
Studio.MaterialManager.Materials.RockVariant,,,Rock Variant,Rock Variant,متغير الصخور,Felsvariante,Variante de roca,Variante rocheuse,रॉक वेरिएंट,Varian Batuan,Variante Roccia,岩のバリエーション,바위 변형,Wariant skały,Variante de rocha,,ตัวแปรหิน,Taş Çeşidi,Biến Thể Đá Tảng,岩石变量,岩石变量,岩石變種
Studio.MaterialManager.Materials.SaltVariant,,,Salt Variant,Salt Variant,متغير الملح,Salzvariante,Variante de sal,Variante de sel,सॉल्ट वेरिएंट,Varian Garam,Variante Sale,塩のバリエーション,소금 변형,Wariant soli,Variante de sal,,ตัวแปรเกลือ,Tuz Çeşidi,Biển Thể Muối,盐变量,盐变量,鹽變種
Studio.MaterialManager.Materials.SandVariant,,,Sand Variant,Sand Variant,متغير الرمل,Sandvariante,Variante de arena,Variante de sable,सैंड वेरिएंट,Varian Pasir,Variante Sabbia,砂のバリエーション,모래 변형,Wariant piasku,Variante de areia,,ตัวแปรทราย,Kum Çeşidi,Biến Thể Cát,沙变量,沙变量,沙變種
