Key,Context,Example,Source,en-us
Studio.App.RobloxRibbonMainWindow.PushScriptTCServer,,,Push the current edits to a script to the Team Create server,Push the current edits to a script to the Team Create server
Studio.App.RobloxRibbonMainWindow.RecentFiles,,,Recent Files,Recent Files
Studio.App.RobloxRibbonMainWindow.RecordAVideo,,,Record a video,Record a video
Studio.App.RobloxRibbonMainWindow.ReloadScriptAfterMod,,,"Reload the script after modifying it, while playing","Reload the script after modifying it, while playing"
Studio.App.RobloxRibbonMainWindow.Render,,,Render,Render
Studio.App.RobloxRibbonMainWindow.ResizeAnObject,,,Resize an Object,Resize an Object
Studio.App.RobloxRibbonMainWindow.ResizeGridToFourStuds,,,Resize grid to four studs,Resize grid to four studs
Studio.App.RobloxRibbonMainWindow.ResizeGridToSixteenStuds,,,Resize grid to sixteen studs,Resize grid to sixteen studs
Studio.App.RobloxRibbonMainWindow.ResizeGridToTwoStuds,,,Resize grid to two studs,Resize grid to two studs
Studio.App.RobloxRibbonMainWindow.Rod,,,Rod,Rod
Studio.App.RobloxRibbonMainWindow.Rope,,,Rope,Rope
Studio.App.RobloxRibbonMainWindow.RotateAnObject,,,Rotate an Object,Rotate an Object
Studio.App.RobloxRibbonMainWindow.RunScript,,,Run Script,Run Script
Studio.App.RobloxRibbonMainWindow.Scale,,,Scale,Scale
Studio.App.RobloxRibbonMainWindow.ScreenGUI,,,ScreenGUI,ScreenGUI
Studio.App.RobloxRibbonMainWindow.ScreenShot,,,Screen Shot,Screen Shot
Studio.App.RobloxRibbonMainWindow.ScriptActions,,,Script Actions,Script Actions
Studio.App.RobloxRibbonMainWindow.ScriptMenu,,,Script Menu,Script Menu
Studio.App.RobloxRibbonMainWindow.ScrollingFrameTooltip,,,"A container object used to layout other GUI objects, and allows for scrolling","A container object used to layout other GUI objects, and allows for scrolling"
Studio.App.RobloxRibbonMainWindow.SelectAnObject,,,Select an Object,Select an Object
Studio.App.RobloxRibbonMainWindow.SelectAndClickForEffects,,,Select a part and then click here to add effects,Select a part and then click here to add effects
Studio.App.RobloxRibbonMainWindow.SelectColorAndApplyToParts,,,Select color and apply to parts,Select color and apply to parts
Studio.App.RobloxRibbonMainWindow.SelectMaterialAndApply,,,Select material and apply to parts,Select material and apply to parts
Studio.App.RobloxRibbonMainWindow.SelectTextElps,,,Select text...,Select text...
Studio.App.RobloxRibbonMainWindow.Service,,,Service,Service
Studio.App.RobloxRibbonMainWindow.Settings,,,Settings,Settings
Studio.App.RobloxRibbonMainWindow.Show,,,Show,Show
Studio.App.RobloxRibbonMainWindow.ShowConstraintDetails,,,Show constraint details,Show constraint details
Studio.App.RobloxRibbonMainWindow.ShowDetails,,,Show Details,Show Details
Studio.App.RobloxRibbonMainWindow.ShowGrid,,,Show Grid,Show Grid
Studio.App.RobloxRibbonMainWindow.ShowTabNamesRibbon,,,Show only the tab names on the Ribbon,Show only the tab names on the Ribbon
Studio.App.RobloxRibbonMainWindow.ShowWelds,,,Show Welds,Show Welds
Studio.App.RobloxRibbonMainWindow.ShowWorldSpaceAxis,,,Show world-space aligned coordinate axis,Show world-space aligned coordinate axis
Studio.App.RobloxRibbonMainWindow.Simulation,,,Simulation,Simulation
Studio.App.RobloxRibbonMainWindow.Smooth,,,Smooth,Smooth
Studio.App.RobloxRibbonMainWindow.SmoothNoOutline,,,"Smooth, No Outline","Smooth, No Outline"
Studio.App.RobloxRibbonMainWindow.SnapToGrid,,,Snap to Grid,Snap to Grid
Studio.App.RobloxRibbonMainWindow.SolidModeling,,,Solid Modeling,Solid Modeling
Studio.App.RobloxRibbonMainWindow.SolveConstraintsWhileDragging,,,Solve constraints while dragging,Solve constraints while dragging
Studio.App.RobloxRibbonMainWindow.Spawn,,,Spawn,Spawn
Studio.App.RobloxRibbonMainWindow.Spring,,,Spring,Spring
Studio.App.RobloxRibbonMainWindow.Start,,,Start,Start
Studio.App.RobloxRibbonMainWindow.StartATeamTest,,,Start a Team Test,Start a Team Test
Studio.App.RobloxRibbonMainWindow.StartServerAndPlayers,,,Start server and players,Start server and players
Studio.App.RobloxRibbonMainWindow.Studs,,,Studs,Studs
Studio.App.RobloxRibbonMainWindow.Summary,,,Summary,Summary
Studio.App.RobloxRibbonMainWindow.SurfaceOnly,,,Surface only,Surface only
Studio.App.RobloxRibbonMainWindow.SwitchDifferentWindow,,,Switch to a different Studio window,Switch to a different Studio window
Studio.App.RobloxRibbonMainWindow.SwitchWindows,,,Switch Windows,Switch Windows
Studio.App.RobloxRibbonMainWindow.TakeAScreenshot,,,Take a screenshot,Take a screenshot
Studio.App.RobloxRibbonMainWindow.TeamTest,,,Team Test,Team Test
Studio.App.RobloxRibbonMainWindow.Terrain,,,Terrain,Terrain
Studio.App.RobloxRibbonMainWindow.Test,,,Test,Test
Studio.App.RobloxRibbonMainWindow.TextBox,,,Text Box,Text Box
Studio.App.RobloxRibbonMainWindow.TheRotateGrid,,,The grid that rotate tools will snap to,The grid that rotate tools will snap to
Studio.App.RobloxRibbonMainWindow.TheSnapGrid,,,The grid move and resize tools will snap to,The grid move and resize tools will snap to
Studio.App.RobloxRibbonMainWindow.ToggleCommentSelectedLines,,,Toggle the commented status of the selected lines,Toggle the commented status of the selected lines
Studio.App.RobloxRibbonMainWindow.ToggleGameAudioSounds,,,Toggle Game Audio Sounds,Toggle Game Audio Sounds
Studio.App.RobloxRibbonMainWindow.ToggleSelectionAnchor,,,Anchor/Unanchor the selected parts,Anchor/Unanchor the selected parts
Studio.App.RobloxRibbonMainWindow.TogglesGridSnap,,,Toggle move and resize tools snapping to grid,Toggle move and resize tools snapping to grid
Studio.App.RobloxRibbonMainWindow.TogglesMaterialActionAsTool,,,Toggle material action as tool,Toggle material action as tool
Studio.App.RobloxRibbonMainWindow.TogglesRotateSnap,,,Toggle rotate tools snapping to grid,Toggle rotate tools snapping to grid
Studio.App.RobloxRibbonMainWindow.Tools,,,Tools,Tools
Studio.App.RobloxRibbonMainWindow.Torque,,,Torque,Torque
Studio.App.RobloxRibbonMainWindow.Trail,,,Trail,Trail
Studio.App.RobloxRibbonMainWindow.Transform,,,Transform,Transform
Studio.App.RobloxRibbonMainWindow.UncommentOutTheSelectedText,,,Uncomment out the selected text,Uncomment out the selected text
Studio.App.RobloxRibbonMainWindow.UngroupModel,,,Ungroup the model into the original parts,Ungroup the model into the original parts
Studio.App.RobloxRibbonMainWindow.Universal,,,Universal,Universal
Studio.App.RobloxRibbonMainWindow.UpdateSettingsCurrentGame,,,Update settings related to current game,Update settings related to current game
Studio.App.RobloxRibbonMainWindow.VectorForce,,,Vector Force,Vector Force
Studio.App.RobloxRibbonMainWindow.View,,,View,View
Studio.App.RobloxRibbonMainWindow.ViewContextSensitiveHelp,,,View context-sensitive help,View context-sensitive help
Studio.App.RobloxRibbonMainWindow.ViewCurrentCallStack,,,View current call stack,View current call stack
Studio.App.RobloxRibbonMainWindow.ViewCurrentlyWatchedVariables,,,View currently watched variables,View currently watched variables
Studio.App.RobloxRibbonMainWindow.ViewDiagnosticInfo,,,View diagnostic information for your experience,View diagnostic information for your experience
Studio.App.RobloxRibbonMainWindow.ViewExistingBreakpoints,,,View existing breakpoints,View existing breakpoints
Studio.App.RobloxRibbonMainWindow.ViewGameExplorer,,,View Game Explorer,View Game Explorer
Studio.App.RobloxRibbonMainWindow.ViewLuaAPIObjects,,,View Lua API objects that can be accessed through scripting,View Lua API objects that can be accessed through scripting
Studio.App.RobloxRibbonMainWindow.ViewObjectsInWorkspace,,,View a list of objects in the workspace,View a list of objects in the workspace
Studio.App.RobloxRibbonMainWindow.ViewPropertiesOfObjects,,,View properties of objects,View properties of objects
Studio.App.RobloxRibbonMainWindow.ViewRecoveredScripts,,,View Recovered Scripts,View Recovered Scripts
Studio.App.RobloxRibbonMainWindow.ViewScriptAnalysis,,,View Script Analysis,View Script Analysis
Studio.App.RobloxRibbonMainWindow.ViewScriptPerformanceInformat,,,View script performance information,View script performance information
Studio.App.RobloxRibbonMainWindow.ViewTaskExecutionInformation,,,View task execution information,View task execution information
Studio.App.RobloxRibbonMainWindow.ViewTutorials,,,View Tutorials,View Tutorials
Studio.App.RobloxRibbonMainWindow.WatchTheHighlightedVariables,,,Watch the highlighted variable's value,Watch the highlighted variable's value
Studio.App.RobloxRibbonMainWindow.Wedge,,,Wedge,Wedge
Studio.App.RobloxRibbonMainWindow.Weld,,,Weld,Weld
Studio.App.RobloxRibbonMainWindow.WoodPlanks,,,Wood Planks,Wood Planks
Studio.App.RobloxSettingsDialog.ResetAllSettings,,,Reset All Settings,Reset All Settings
Studio.App.RobloxSettingsDialog.RestartForSettingsChanges,,,Some of these setting changes will not take effect until you restart Studio,Some of these setting changes will not take effect until you restart Studio
Studio.App.RobloxSettingsDialog.SaveChanges,,,Save Changes,Save Changes
Studio.App.RobloxTeamCreateWidget.DeleteUser,,,Delete User,Delete User
Studio.App.RobloxTeamCreateWidget.TeamCreateOptions,,,Team Create Options,Team Create Options
Studio.App.RobloxTeamCreateWidget.TurnOffTeamCreate,,,Turn OFF Team Create,Turn OFF Team Create
Studio.App.RobloxWebDocWidget.GoBack,,,Go Back,Go Back
Studio.App.RobloxWebDocWidget.GoForward,,,Go Forward,Go Forward
Studio.App.ScriptAnalysisWidget.DisplayOnlyCurrentScript,,,Display only current script,Display only current script
Studio.App.ScriptAnalysisWidget.NumErrorsTextFmt2,,,%1 of %2 Errors,%1 of %2 Errors
Studio.App.ScriptAnalysisWidget.NumWarningsTextFmt2,,,%1 of %2 Warnings,%1 of %2 Warnings
Studio.App.ScriptRecoveryWidget.ErrorRecovering,,,Errors occurred while automatically recovering scripts.,Errors occurred while automatically recovering scripts.
Studio.App.ScriptRecoveryWidget.ErrorRemovedFromWorksapce,,,Unable to perform diff because this script has been removed from Workspace.,Unable to perform diff because this script has been removed from Workspace.
Studio.App.ScriptRecoveryWidget.ErrorWriting,,,Issue with writing script autosave,Issue with writing script autosave
Studio.App.ScriptRecoveryWidget.InitialWarning,,,"You were disconnected from the last Team Create session without saving your scripts.
Some of those scripts have either been changed or are currently being edited by another user.
Please see the Script Recovery Widget to resolve these files. ","You were disconnected from the last Team Create session without saving your scripts.
Some of those scripts have either been changed or are currently being edited by another user.
Please see the Script Recovery Widget to resolve these files. "
Studio.App.ScriptRecoveryWidget.OpenFile,,,Open file,Open file
Studio.App.ScriptRecoveryWidget.ScriptNoLongerExists,,,Script no longer exists,Script no longer exists
Studio.App.ScriptRecoveryWidget.SelectAndOpenScript,,,Select and open script,Select and open script
Studio.App.ScriptRecoveryWidget.ViewDiff,,,View Diff,View Diff
Studio.App.Settings.SelectDocumentsFolder,,,Select folder to save Roblox documents,Select folder to save Roblox documents
Studio.App.Shapes.Cylinder,,,Cylinder,Cylinder
Studio.App.Shapes.Sphere,,,Sphere,Sphere
Studio.App.ShareModalController.Offline,,,Offline,Offline
Studio.App.ShareModalController.Online,,,Online,Online
Studio.App.ShareModalInfoBox.MakeGamePublicToShare,,,Make your game public to share it,Make your game public to share it
Studio.App.ShareModal.By1,,,By %1,By %1
Studio.App.ShareModal.CopyLink,,,Copy Link,Copy Link
Studio.App.ShareModal.Failed,,,Failed,Failed
Studio.App.ShareModal.LinkCopied,,,Link Copied,Link Copied
Studio.App.ShareModal.ShareGame,,,Share Game,Share Game
Studio.App.ShareModal.ShareWithRobloxFriends,,,Share with Roblox Friends,Share with Roblox Friends
Studio.App.ShareModal.Shared,,,Shared,Shared
Studio.App.StartPageLogin.ForgotPassword,,,Forgot Password?,Forgot Password?
Studio.App.StartPageLogin.LogIn,,,Log In,Log In
Studio.App.StartPageLogin.LoggingInElps,,,Logging in...,Logging in...
Studio.App.StartPageLogin.LoggingOutElps,,,Logging out...,Logging out...
Studio.App.StartPageLogin.NotAMemberYet,,,Not a member yet?,Not a member yet?
Studio.App.StartPageLogin.OpeningPlaceElps,,,Opening place...,Opening place...
Studio.App.StartPageLogin.Password,,,Password,Password
Studio.App.StartPageLogin.SignUp,,,Sign up,Sign up
Studio.App.StartPageLogin.StartCreatingOwnGames,,,Start creating your own experiences!,Start creating your own experiences!
Studio.App.StartPageLogin.Username,,,Username,Username
Studio.App.StartPage.Activating,,,activating,activating
Studio.App.StartPage.Archive,,,Archive,Archive
Studio.App.StartPage.By1,,,By %1,By %1
Studio.App.StartPage.ClickShareIcon,,,Click the share icon to share your game with Roblox friends or on social media,Click the share icon to share your game with Roblox friends or on social media
Studio.App.StartPage.Deactivating,,,deactivating,deactivating
Studio.App.StartPage.GotIt,,,Got it,Got it
Studio.App.StartPage.MyGames,,,My Games,My Games
Studio.App.StartPage.PublishYourGame,,,"Publish your game and make it public to share it
Go to File > Publish to Roblox","Publish your game and make it public to share it
Go to File > Publish to Roblox"
Studio.App.StartPage.Recent,,,Recent,Recent
Studio.App.StartPage.ShareYourGame,,,Share your game,Share your game
Studio.App.TabTooltip.ReplaceTooltipText,,,"Replace tooltip text by
setting text property","Replace tooltip text by
setting text property"
Studio.App.TeamCreate.EditYourPlaceWithFriends,,,"Edit your place with friends, see the updates instantly.","Edit your place with friends, see the updates instantly."
Studio.App.TeamCreate.EnableTeamCreateEditPlaceTogether,,,"Enable Team Create: edit your place together, see updates instantly.","Enable Team Create: edit your place together, see updates instantly."
Studio.App.TeamCreate.Form,,,Form,Form
Studio.App.TeamCreate.InviteAFriend,,,Invite a friend,Invite a friend
Studio.App.TeamCreate.LogInToEnableTeamCreateOptions,,,Log in to enable Team Create options for your place.,Log in to enable Team Create options for your place.
Studio.App.TeamCreate.MembersOfYourGroupCanWorkTogether,,,"Members of your group can work together, see updates instantly. Contact your admin to enable Team Create.","Members of your group can work together, see updates instantly. Contact your admin to enable Team Create."
Studio.App.TeamCreate.PublishAndEnableteamCreateToBuildTogether,,,Publish and enable Team Create to build this place together with your friends.,Publish and enable Team Create to build this place together with your friends.
Studio.App.TeamCreate.PublishingCurrentPlace,,,Publishing current place...,Publishing current place...
Studio.App.TeamCreate.RemovingThisUserWillPrevent,,,Removing this user will prevent them from accessing this Team Create game. Are you sure you want to do this?,Removing this user will prevent them from accessing this Team Create game. Are you sure you want to do this?
Studio.App.TeamCreate.SavingLatestUpdatesAndEnablingTeamCreate,,,Saving latest updates and enabling Team Create...,Saving latest updates and enabling Team Create...
Studio.App.TeamCreate.TurnOn,,,Turn On,Turn On
Studio.App.TemplatePage.Gameplay,,,Gameplay,Gameplay
Studio.App.TemplatePage.Theme,,,Theme,Theme
Studio.App.TemplatesPage.AllTemplates,,,All Templates,All Templates
Studio.App.TwoStepVerificationPage.Enter6DigitCode,,,Enter 6-digit code,Enter 6-digit code
Studio.App.TwoStepVerificationPage.NeedHelpContact,,,Need help? Contact ,Need help? Contact 
Studio.App.TwoStepVerificationPage.RobloxSupport,,,Roblox Support,Roblox Support
Studio.App.TwoStepVerificationPage.StartOver,,,Start Over,Start Over
Studio.App.TwoStepVerificationPage.TrustThisDeviceFor30Days,,,Trust this device for 30 days,Trust this device for 30 days
Studio.App.TwoStepVerificationPage.Verify,,,Verify,Verify
Studio.App.UIEditor.ScrollingFrame,,,Scrolling Frame,Scrolling Frame
Studio.App.UIEditor.TextButton,,,Text Button,Text Button
Studio.App.UIEditor.TextLabel,,,Text Label,Text Label
Studio.App.UpdateUIManager.Chat,,,Chat,Chat
Studio.App.UpdateUIManager.PublishTcDocToDiffSlot,,,Publish Team Create Document to a different slot,Publish Team Create Document to a different slot
Studio.App.UpdateUIManager.PublishToRobloxToElps,,,Publish to Roblox To...,Publish to Roblox To...
Studio.App.UpdateUIManager.ViewChatWindow,,,View Chat Window,View Chat Window
Studio.App.WatchWidget.Expression,,,Expression,Expression
Studio.App.WatchWidget.Global,,,Global,Global
Studio.App.WatchWidget.Local,,,Local,Local
Studio.App.WatchWidget.MyWatches,,,My Watches,My Watches
Studio.App.WatchWidget.Name,,,Name,Name
Studio.App.WatchWidget.ScriptName,,,Script Name,Script Name
Studio.App.WatchWidget.Value,,,Value,Value
Studio.App.AuthenticationHelper.AuthFailedTimeout,,,Could not authenticate user. Request timed out.,Could not authenticate user. Request timed out.
Studio.App.AuthenticationHelper.AuthFailedTryAgain,,,Authentication failed. Please try again or contact support if the problem persists.,Authentication failed. Please try again or contact support if the problem persists.
Studio.App.Category.Advanced,,,Advanced,Advanced
Studio.App.Category.Appearance,,,Appearance,Appearance
Studio.App.Category.Audio,,,Audio,Audio
Studio.App.Category.AutoRecovery,,,Auto-Recovery,Auto-Recovery
